week,region,family,sales,quantity
2018-03-23,3,Popcorn,2528244,42241
2018-03-23,3,Other families,8590032,149234
2018-03-23,4,Coffee drinks,219641,4043
2018-03-23,4,Bottled drinks,310722,12402
2018-03-23,4,Combos,12691201,90602
2018-03-23,4,Popcorn,2830808,49382
2018-03-23,4,Other families,8278218,156678
2018-03-30,1,Coffee drinks,228930,4110
2018-03-30,1,Bottled drinks,324842,12258
2018-03-30,1,Combos,11976647,85376
2018-03-30,1,Popcorn,3522103,60222
2018-03-30,1,Other families,7203193,139287
2018-03-30,2,Coffee drinks,137162,2491
2018-03-30,2,Bottled drinks,265081,9985
2018-03-30,2,Combos,9448960,66192
2018-03-30,2,Popcorn,2055063,35988
2018-03-30,2,Other families,6152964,105789
2018-03-30,3,Coffee drinks,271787,4710
2018-03-30,3,Bottled drinks,271755,10137
2018-03-30,3,Combos,10093567,67647
2018-03-30,3,Popcorn,2535450,44195
2018-03-30,3,Other families,8150345,137587
2018-03-30,4,Coffee drinks,224602,4070
2018-03-30,4,Bottled drinks,308292,12046
2018-03-30,4,Combos,12607320,89753
2018-03-30,4,Popcorn,3067775,55872
2018-03-30,4,Other families,8513551,157499
2018-04-06,1,Coffee drinks,195682,3534
2018-04-06,1,Bottled drinks,289795,10987
2018-04-06,1,Combos,9834735,70562
2018-04-06,1,Popcorn,3000661,51073
2018-04-06,1,Other families,6628333,121540
2018-04-06,2,Coffee drinks,124116,2235
2018-04-06,2,Bottled drinks,254499,9342
2018-04-06,2,Combos,8048484,56274
2018-04-06,2,Popcorn,1843387,32041
2018-04-06,2,Other families,5716907,95861
2018-04-06,3,Coffee drinks,254735,4449
2018-04-06,3,Bottled drinks,249535,9336
2018-04-06,3,Combos,8363963,56457
2018-04-06,3,Popcorn,2226498,38653
2018-04-06,3,Other families,7593178,123956
2018-04-06,4,Coffee drinks,196169,3539
2018-04-06,4,Bottled drinks,270593,10677
2018-04-06,4,Combos,10388851,75537
2018-04-06,4,Popcorn,2497695,44843
2018-04-06,4,Other families,7532327,135151
2018-04-13,1,Coffee drinks,205500,3682
2018-04-13,1,Bottled drinks,303205,11663
2018-04-13,1,Combos,11107555,79362
2018-04-13,1,Popcorn,3016170,51009
2018-04-13,1,Other families,7019685,135626
2018-04-13,2,Coffee drinks,125851,2266
2018-04-13,2,Bottled drinks,251874,9548
2018-04-13,2,Combos,8925718,62353
2018-04-13,2,Popcorn,1839308,32026
2018-04-13,2,Other families,6089883,103890
2018-04-13,3,Coffee drinks,222326,3898
2018-04-13,3,Bottled drinks,270891,10089
2018-04-13,3,Combos,8877890,60191
2018-04-13,3,Popcorn,2249251,38448
2018-04-13,3,Other families,8047997,133829
2018-04-13,4,Coffee drinks,207183,3766
2018-04-13,4,Bottled drinks,278267,11055
2018-04-13,4,Combos,11330037,82166
2018-04-13,4,Popcorn,2575804,45768
2018-04-13,4,Other families,8112095,149175
2018-04-20,1,Coffee drinks,152353,2714
2018-04-20,1,Bottled drinks,238218,9109
2018-04-20,1,Combos,8518183,61577
2018-04-20,1,Popcorn,2322056,39194
2018-04-20,1,Other families,5220267,103217
2018-04-20,2,Coffee drinks,91178,1652
2018-04-20,2,Bottled drinks,190235,7397
2018-04-20,2,Combos,6873019,48611
2018-04-20,2,Popcorn,1437291,24968
2018-04-20,2,Other families,4461798,78319
2018-04-20,3,Coffee drinks,166388,2948
2018-04-20,3,Bottled drinks,198527,7417
2018-04-20,3,Combos,6439915,43575
2018-04-20,3,Popcorn,1633479,28135
2018-04-20,3,Other families,5543997,95338
2018-04-20,4,Coffee drinks,156336,2840
2018-04-20,4,Bottled drinks,206437,8303
2018-04-20,4,Combos,8066250,59076
2018-04-20,4,Popcorn,1897548,33981
2018-04-20,4,Other families,5544148,104774
2018-04-27,1,Coffee drinks,270062,4835
2018-04-27,1,Bottled drinks,458682,17297
2018-04-27,1,Combos,23692804,153344
2018-04-27,1,Popcorn,5239748,83681
2018-04-27,1,Other families,13142913,249310
2018-04-27,2,Coffee drinks,177846,3217
2018-04-27,2,Bottled drinks,359759,13578
2018-04-27,2,Combos,18484419,118141
2018-04-27,2,Popcorn,3090086,51072
2018-04-27,2,Other families,11396189,186382
2018-04-27,3,Coffee drinks,387451,6681
2018-04-27,3,Bottled drinks,428709,15772
2018-04-27,3,Combos,23339950,141688
2018-04-27,3,Popcorn,4326542,69074
2018-04-27,3,Other families,16829830,276635
2018-04-27,4,Coffee drinks,269066,4837
2018-04-27,4,Bottled drinks,416402,16405
2018-04-27,4,Combos,25616635,166660
2018-04-27,4,Popcorn,4553219,76058
2018-04-27,4,Other families,15458662,278885
2018-05-04,1,Coffee drinks,174660,3146
2018-05-04,1,Bottled drinks,270768,10318
2018-05-04,1,Combos,11594368,78613
2018-05-04,1,Popcorn,2910893,47687
2018-05-04,1,Other families,6216282,123338
2018-05-04,2,Coffee drinks,126295,2251
2018-05-04,2,Bottled drinks,206538,7959
2018-05-04,2,Combos,8880619,60354
2018-05-04,2,Popcorn,1687537,28821
2018-05-04,2,Other families,5328216,91243
2018-05-04,3,Coffee drinks,272091,4734
2018-05-04,3,Bottled drinks,253170,9371
2018-05-04,3,Combos,11075915,70675
2018-05-04,3,Popcorn,2416678,39659
2018-05-04,3,Other families,8005885,138343
2018-05-04,4,Coffee drinks,203424,3660
2018-05-04,4,Bottled drinks,243510,9714
2018-05-04,4,Combos,11446202,78309
2018-05-04,4,Popcorn,2532875,43736
2018-05-04,4,Other families,6946257,131287
2018-05-11,1,Coffee drinks,191047,3406
2018-05-11,1,Bottled drinks,333468,12577
2018-05-11,1,Combos,14755413,105401
2018-05-11,1,Popcorn,3537546,57888
2018-05-11,1,Other families,7798475,153857
2018-05-11,2,Coffee drinks,120210,2163
2018-05-11,2,Bottled drinks,253402,9746
2018-05-11,2,Combos,11104128,77908
2018-05-11,2,Popcorn,1955876,33563
2018-05-11,2,Other families,6347061,112119
2018-05-11,3,Coffee drinks,218087,3781
2018-05-11,3,Bottled drinks,280879,10446
2018-05-11,3,Combos,11689296,78796
2018-05-11,3,Popcorn,2497260,41247
2018-05-11,3,Other families,8568692,147398
2018-05-11,4,Coffee drinks,201932,3626
2018-05-11,4,Bottled drinks,292645,11734
2018-05-11,4,Combos,14733807,106292
2018-05-11,4,Popcorn,2943355,51005
2018-05-11,4,Other families,8660973,164411
2018-05-18,1,Coffee drinks,180683,3254
2018-05-18,1,Bottled drinks,340312,13032
2018-05-18,1,Combos,15925315,113518
2018-05-18,1,Popcorn,3550135,58798
2018-05-18,1,Other families,8663719,167128
2018-05-18,2,Coffee drinks,102567,1865
2018-05-18,2,Bottled drinks,270835,10456
2018-05-18,2,Combos,12066941,84580
2018-05-18,2,Popcorn,1966093,33837
2018-05-18,2,Other families,7291017,125542
2018-05-18,3,Coffee drinks,200013,3495
2018-05-18,3,Bottled drinks,293650,10985
2018-05-18,3,Combos,12795241,85671
2018-05-18,3,Popcorn,2504928,41675
2018-05-18,3,Other families,9828131,166168
2018-05-18,4,Coffee drinks,181076,3288
2018-05-18,4,Bottled drinks,300613,12023
2018-05-18,4,Combos,15269135,108616
2018-05-18,4,Popcorn,2918903,51042
2018-05-18,4,Other families,9522060,177087
2018-05-25,1,Coffee drinks,163950,2932
2018-05-25,1,Bottled drinks,302404,11438
2018-05-25,1,Combos,11267248,80253
2018-05-25,1,Popcorn,2853881,47534
2018-05-25,1,Other families,6772400,127615
2018-05-25,2,Coffee drinks,89426,1596
2018-05-25,2,Bottled drinks,253658,9646
2018-05-25,2,Combos,8579960,59376
2018-05-25,2,Popcorn,1658388,28589
2018-05-25,2,Other families,5765965,96273
2018-05-25,3,Coffee drinks,180055,3120
2018-05-25,3,Bottled drinks,275073,10163
2018-05-25,3,Combos,9047499,60318
2018-05-25,3,Popcorn,2122597,35524
2018-05-25,3,Other families,7734408,128121
2018-05-25,4,Coffee drinks,156303,2821
2018-05-25,4,Bottled drinks,245553,9748
2018-05-25,4,Combos,9734672,69016
2018-05-25,4,Popcorn,2262899,39491
2018-05-25,4,Other families,6857420,123778
2018-06-01,1,Coffee drinks,165039,2963
2018-06-01,1,Bottled drinks,286398,10960
2018-06-01,1,Combos,10036837,72255
2018-06-01,1,Popcorn,2542139,42958
2018-06-01,1,Other families,6040005,113448
2018-06-01,2,Coffee drinks,88874,1590
2018-06-01,2,Bottled drinks,237832,9020
2018-06-01,2,Combos,7881446,55434
2018-06-01,2,Popcorn,1535573,26528
2018-06-01,2,Other families,5172167,87320
2018-06-01,3,Coffee drinks,163327,2862
2018-06-01,3,Bottled drinks,237066,8809
2018-06-01,3,Combos,7445372,51048
2018-06-01,3,Popcorn,1817319,30630
2018-06-01,3,Other families,6361828,107108
2018-06-01,4,Coffee drinks,168534,3059
2018-06-01,4,Bottled drinks,242654,9649
2018-06-01,4,Combos,8782458,63546
2018-06-01,4,Popcorn,2098373,36806
2018-06-01,4,Other families,6367608,115323
2018-06-08,1,Coffee drinks,189442,3365
2018-06-08,1,Bottled drinks,300011,11327
2018-06-08,1,Combos,10613905,75149
2018-06-08,1,Popcorn,2761428,46700
2018-06-08,1,Other families,6676341,125527
2018-06-08,2,Coffee drinks,136500,2405
2018-06-08,2,Bottled drinks,252999,9599
2018-06-08,2,Combos,8671644,60030
2018-06-08,2,Popcorn,1714929,29653
2018-06-08,2,Other families,5967468,100784
2018-06-08,3,Coffee drinks,272558,4676
2018-06-08,3,Bottled drinks,247701,9161
2018-06-08,3,Combos,7551070,51198
2018-06-08,3,Popcorn,1978666,33295
2018-06-08,3,Other families,7068633,116286
2018-06-08,4,Coffee drinks,215118,3839
2018-06-08,4,Bottled drinks,252965,10047
2018-06-08,4,Combos,9485277,68099
2018-06-08,4,Popcorn,2301729,40580
2018-06-08,4,Other families,7206903,128294
2018-06-15,1,Coffee drinks,239437,4263
2018-06-15,1,Bottled drinks,414668,15425
2018-06-15,1,Combos,20211132,138640
2018-06-15,1,Popcorn,4468010,73475
2018-06-15,1,Other families,10771684,211452
2018-06-15,2,Coffee drinks,170825,3024
2018-06-15,2,Bottled drinks,338573,12638
2018-06-15,2,Combos,15570417,104317
2018-06-15,2,Popcorn,2637934,45123
2018-06-15,2,Other families,9349104,160795
2018-06-15,3,Coffee drinks,354046,6059
2018-06-15,3,Bottled drinks,357919,13014
2018-06-15,3,Combos,15956397,104364
2018-06-15,3,Popcorn,3332282,55718
2018-06-15,3,Other families,12467390,210149
2018-06-15,4,Coffee drinks,282098,5004
2018-06-15,4,Bottled drinks,365664,14383
2018-06-15,4,Combos,19145639,132175
2018-06-15,4,Popcorn,3868829,68246
2018-06-15,4,Other families,12111962,225864
2018-06-22,1,Coffee drinks,238347,4243
2018-06-22,1,Bottled drinks,375450,14130
2018-06-22,1,Combos,18944893,129035
2018-06-22,1,Popcorn,4356828,71093
2018-06-22,1,Other families,10053461,196742
2018-06-22,2,Coffee drinks,160478,2819
2018-06-22,2,Bottled drinks,316537,11893
2018-06-22,2,Combos,14942603,99573
2018-06-22,2,Popcorn,2559497,43503
2018-06-22,2,Other families,8811589,148336
2018-06-22,3,Coffee drinks,353771,6002
2018-06-22,3,Bottled drinks,319401,11745
2018-06-22,3,Combos,15203725,98822
2018-06-22,3,Popcorn,3160248,52727
2018-06-22,3,Other families,11451475,190880
2018-06-22,4,Coffee drinks,254784,4530
2018-06-22,4,Bottled drinks,346639,13677
2018-06-22,4,Combos,18231668,124898
2018-06-22,4,Popcorn,3706497,64899
2018-06-22,4,Other families,11273701,207436
2018-06-29,1,Coffee drinks,191389,3422
2018-06-29,1,Bottled drinks,325224,12310
2018-06-29,1,Combos,15016026,101412
2018-06-29,1,Popcorn,3691327,60657
2018-06-29,1,Other families,8310862,163775
2018-06-29,2,Coffee drinks,128502,2297
2018-06-29,2,Bottled drinks,263278,10039
2018-06-29,2,Combos,11895580,79428
2018-06-29,2,Popcorn,2116914,36021
2018-06-29,2,Other families,7095526,120161
2018-06-29,3,Coffee drinks,278739,4778
2018-06-29,3,Bottled drinks,289593,10708
2018-06-29,3,Combos,12634858,82089
2018-06-29,3,Popcorn,2777904,45689
2018-06-29,3,Other families,9630647,160852
2018-06-29,4,Coffee drinks,206526,3695
2018-06-29,4,Bottled drinks,303877,12062
2018-06-29,4,Combos,14621608,100594
2018-06-29,4,Popcorn,3145147,54575
2018-06-29,4,Other families,9284339,171407
2018-07-06,1,Coffee drinks,194926,3542
2018-07-06,1,Bottled drinks,357740,13441
2018-07-06,1,Combos,16039003,110148
2018-07-06,1,Popcorn,4095193,67279
2018-07-06,1,Other families,9173081,183202
2018-07-06,2,Coffee drinks,146791,2591
2018-07-06,2,Bottled drinks,270164,10192
2018-07-06,2,Combos,12699976,84938
2018-07-06,2,Popcorn,2401709,40781
2018-07-06,2,Other families,7740725,132233
2018-07-06,3,Coffee drinks,316237,5452
2018-07-06,3,Bottled drinks,298286,11010
2018-07-06,3,Combos,13891366,90671
2018-07-06,3,Popcorn,3137865,51448
2018-07-06,3,Other families,10622272,179358
2018-07-06,4,Coffee drinks,224638,4062
2018-07-06,4,Bottled drinks,316917,12472
2018-07-06,4,Combos,15487336,106665
2018-07-06,4,Popcorn,3479979,60358
2018-07-06,4,Other families,10062235,186152
2018-07-13,1,Coffee drinks,206583,3692
2018-07-13,1,Bottled drinks,382677,14398
2018-07-13,1,Combos,19000697,130794
2018-07-13,1,Popcorn,4872709,79550
2018-07-13,1,Other families,10367119,207572
2018-07-13,2,Coffee drinks,140104,2494
2018-07-13,2,Bottled drinks,317855,12024
2018-07-13,2,Combos,15080017,101300
2018-07-13,2,Popcorn,2760636,46693
2018-07-13,2,Other families,8660664,149603
2018-07-13,3,Coffee drinks,339081,5771
2018-07-13,3,Bottled drinks,336228,12398
2018-07-13,3,Combos,17109654,111537
2018-07-13,3,Popcorn,3651194,59484
2018-07-13,3,Other families,12392733,209463
2018-07-13,4,Coffee drinks,228078,4064
2018-07-13,4,Bottled drinks,384509,15116
2018-07-13,4,Combos,19414171,134012
2018-07-13,4,Popcorn,4210113,72549
2018-07-13,4,Other families,11893530,220080
2018-07-20,1,Coffee drinks,189002,3019
2018-07-20,1,Bottled drinks,437971,13516
2018-07-20,1,Combos,17099662,114422
2018-07-20,1,Popcorn,4615336,77749
2018-07-20,1,Other families,9569124,166747
2018-07-20,2,Coffee drinks,124742,1993
2018-07-20,2,Bottled drinks,370768,11445
2018-07-20,2,Combos,13437751,88309
2018-07-20,2,Popcorn,2731533,47800
2018-07-20,2,Other families,8056039,125684
2018-07-20,3,Coffee drinks,271611,4289
2018-07-20,3,Bottled drinks,373844,11357
2018-07-20,3,Combos,13957486,89314
2018-07-20,3,Popcorn,3419502,58318
2018-07-20,3,Other families,10633391,161335
2018-07-20,4,Coffee drinks,213082,3451
2018-07-20,4,Bottled drinks,430033,13810
2018-07-20,4,Combos,16733767,112538
2018-07-20,4,Popcorn,4053270,72282
2018-07-20,4,Other families,10855737,178408
2018-07-27,1,Coffee drinks,220575,3584
2018-07-27,1,Bottled drinks,434755,13323
2018-07-27,1,Combos,15064428,102326
2018-07-27,1,Popcorn,4305780,71385
2018-07-27,1,Other families,8994815,155679
2018-07-27,2,Coffee drinks,151878,2457
2018-07-27,2,Bottled drinks,365257,11240
2018-07-27,2,Combos,12217213,80585
2018-07-27,2,Popcorn,2673411,45492
2018-07-27,2,Other families,7955669,120975
2018-07-27,3,Coffee drinks,335373,5216
2018-07-27,3,Bottled drinks,383911,11640
2018-07-27,3,Combos,12528155,80442
2018-07-27,3,Popcorn,3374270,56548
2018-07-27,3,Other families,10514917,157401
2018-07-27,4,Coffee drinks,259005,4224
2018-07-27,4,Bottled drinks,431047,13707
2018-07-27,4,Combos,15391128,103829
2018-07-27,4,Popcorn,3986684,70170
2018-07-27,4,Other families,10694905,173337
2018-08-03,1,Coffee drinks,205560,3335
2018-08-03,1,Bottled drinks,415541,12768
2018-08-03,1,Combos,13715478,93289
2018-08-03,1,Popcorn,4002077,65980
2018-08-03,1,Other families,8403710,140703
2018-08-03,2,Coffee drinks,158294,2547
2018-08-03,2,Bottled drinks,312883,9624
2018-08-03,2,Combos,10478126,69627
2018-08-03,2,Popcorn,2318122,39347
2018-08-03,2,Other families,6907906,105790
2018-08-03,3,Coffee drinks,360297,5563
2018-08-03,3,Bottled drinks,344126,10372
2018-08-03,3,Combos,10594366,68491
2018-08-03,3,Popcorn,2971984,49907
2018-08-03,3,Other families,9421375,140436
2018-08-03,4,Coffee drinks,261911,4225
2018-08-03,4,Bottled drinks,375436,11962
2018-08-03,4,Combos,13341134,91267
2018-08-03,4,Popcorn,3530106,61852
2018-08-03,4,Other families,9689704,155244
2018-08-10,1,Coffee drinks,222378,3600
2018-08-10,1,Bottled drinks,428520,13178
2018-08-10,1,Combos,14655296,98117
2018-08-10,1,Popcorn,4360364,71446
2018-08-10,1,Other families,8945220,155157
2018-08-10,2,Coffee drinks,160863,2579
2018-08-10,2,Bottled drinks,337809,10377
2018-08-10,2,Combos,11498981,74915
2018-08-10,2,Popcorn,2587348,44071
2018-08-10,2,Other families,7480172,114833
2018-08-10,3,Coffee drinks,364607,5642
2018-08-10,3,Bottled drinks,349682,10545
2018-08-10,3,Combos,11036972,70241
2018-08-10,3,Popcorn,3156998,53392
2018-08-10,3,Other families,9703107,145038
2018-08-10,4,Coffee drinks,240750,3838
2018-08-10,4,Bottled drinks,398284,12655
2018-08-10,4,Combos,14330144,95865
2018-08-10,4,Popcorn,3731141,63932
2018-08-10,4,Other families,10163107,163439
2018-08-17,1,Coffee drinks,199849,3251
2018-08-17,1,Bottled drinks,362761,11186
2018-08-17,1,Combos,11368449,86472
2018-08-17,1,Popcorn,3400437,54974
2018-08-17,1,Other families,7421212,124871
2018-08-17,2,Coffee drinks,134841,2170
2018-08-17,2,Bottled drinks,294999,9103
2018-08-17,2,Combos,8794617,64188
2018-08-17,2,Popcorn,2067737,34647
2018-08-17,2,Other families,6304475,94595
2018-08-17,3,Coffee drinks,279475,4331
2018-08-17,3,Bottled drinks,306902,9216
2018-08-17,3,Combos,7786278,55354
2018-08-17,3,Popcorn,2438528,40636
2018-08-17,3,Other families,7713767,113157
2018-08-17,4,Coffee drinks,225295,3642
2018-08-17,4,Bottled drinks,316470,10182
2018-08-17,4,Combos,10222021,77922
2018-08-17,4,Popcorn,2908129,50253
2018-08-17,4,Other families,8116644,127584
2018-08-24,1,Coffee drinks,193247,3107
2018-08-24,1,Bottled drinks,335960,10381
2018-08-24,1,Combos,11461977,104286
2018-08-24,1,Popcorn,3050354,48296
2018-08-24,1,Other families,6660784,115918
2018-08-24,2,Coffee drinks,131596,2122
2018-08-24,2,Bottled drinks,280088,8721
2018-08-24,2,Combos,8996022,76714
2018-08-24,2,Popcorn,1922510,31359
2018-08-24,2,Other families,5764432,90502
2018-08-24,3,Coffee drinks,260689,4046
2018-08-24,3,Bottled drinks,288940,8747
2018-08-24,3,Combos,8116848,69773
2018-08-24,3,Popcorn,2227999,35612
2018-08-24,3,Other families,7036315,107195
2018-08-24,4,Coffee drinks,193085,3152
2018-08-24,4,Bottled drinks,290936,9343
2018-08-24,4,Combos,9869600,89762
2018-08-24,4,Popcorn,2554955,42782
2018-08-24,4,Other families,6990626,114506
2018-08-31,1,Coffee drinks,213598,3440
2018-08-31,1,Bottled drinks,291681,9058
2018-08-31,1,Combos,10318518,93334
2018-08-31,1,Popcorn,2704303,43021
2018-08-31,1,Other families,6074312,104357
2018-08-31,2,Coffee drinks,126534,2014
2018-08-31,2,Bottled drinks,244645,7601
2018-08-31,2,Combos,7562409,63812
2018-08-31,2,Popcorn,1704574,27777
2018-08-31,2,Other families,5261472,80319
2018-08-31,3,Coffee drinks,230826,3627
2018-08-31,3,Bottled drinks,257080,7812
2018-08-31,3,Combos,6938832,58640
2018-08-31,3,Popcorn,1972888,31531
2018-08-31,3,Other families,6526405,96912
2018-08-31,4,Coffee drinks,175692,2861
2018-08-31,4,Bottled drinks,264924,8472
2018-08-31,4,Combos,8511941,76190
2018-08-31,4,Popcorn,2291261,38311
2018-08-31,4,Other families,6359236,102874
2018-09-07,1,Coffee drinks,254269,4036
2018-09-07,1,Bottled drinks,335550,10458
2018-09-07,1,Combos,15930279,142456
2018-09-07,1,Popcorn,3262960,52152
2018-09-07,1,Other families,8161589,139927
2018-09-07,2,Coffee drinks,152134,2420
2018-09-07,2,Bottled drinks,270893,8471
2018-09-07,2,Combos,12076100,100627
2018-09-07,2,Popcorn,2102126,34217
2018-09-07,2,Other families,6934104,109993
2018-09-07,3,Coffee drinks,294317,4575
2018-09-07,3,Bottled drinks,299575,9134
2018-09-07,3,Combos,12060382,100735
2018-09-07,3,Popcorn,2613825,41735
2018-09-07,3,Other families,9259658,141426
2018-09-07,4,Coffee drinks,232029,3716
2018-09-07,4,Bottled drinks,306058,9910
2018-09-07,4,Combos,14199705,126277
2018-09-07,4,Popcorn,2855768,47635
2018-09-07,4,Other families,8631469,143570
2018-09-14,1,Coffee drinks,192705,3094
2018-09-14,1,Bottled drinks,229894,7204
2018-09-14,1,Combos,9919482,87184
2018-09-14,1,Popcorn,2138535,35086
2018-09-14,1,Other families,5461696,90214
2018-09-14,2,Coffee drinks,123266,1971
2018-09-14,2,Bottled drinks,190329,5925
2018-09-14,2,Combos,7335083,61092
2018-09-14,2,Popcorn,1357463,22379
2018-09-14,2,Other families,4542030,70216
2018-09-14,3,Coffee drinks,252216,3913
2018-09-14,3,Bottled drinks,210047,6400
2018-09-14,3,Combos,6916773,57265
2018-09-14,3,Popcorn,1599220,25955
2018-09-14,3,Other families,5874656,87134
2018-09-14,4,Coffee drinks,162230,2635
2018-09-14,4,Bottled drinks,223306,7195
2018-09-14,4,Combos,8799198,77353
2018-09-14,4,Popcorn,1934285,32757
2018-09-14,4,Other families,5880718,94411
2018-09-21,1,Coffee drinks,230114,3686
2018-09-21,1,Bottled drinks,294686,9224
2018-09-21,1,Combos,11175864,100876
2018-09-21,1,Popcorn,2790207,45483
2018-09-21,1,Other families,6543101,112062
2018-09-21,2,Coffee drinks,144423,2301
2018-09-21,2,Bottled drinks,240391,7518
2018-09-21,2,Combos,8378609,71206
2018-09-21,2,Popcorn,1763621,29011
2018-09-21,2,Other families,5577966,86612
2018-09-21,3,Coffee drinks,279511,4338
2018-09-21,3,Bottled drinks,283108,8601
2018-09-21,3,Combos,8269412,70162
2018-09-21,3,Popcorn,2194397,35366
2018-09-21,3,Other families,7399392,108517
2018-09-21,4,Coffee drinks,210899,3441
2018-09-21,4,Bottled drinks,284041,9163
2018-09-21,4,Combos,10408948,93426
2018-09-21,4,Popcorn,2517053,42358
2018-09-21,4,Other families,7184854,116362
2018-09-28,1,Coffee drinks,235485,3780
2018-09-28,1,Bottled drinks,299166,9380
2018-09-28,1,Combos,11238341,101533
2018-09-28,1,Popcorn,2777358,45154
2018-09-28,1,Other families,6650012,112262
2018-09-28,2,Coffee drinks,155619,2455
2018-09-28,2,Bottled drinks,244946,7646
2018-09-28,2,Combos,8684675,73128
2018-09-28,2,Popcorn,1828626,30021
2018-09-28,2,Other families,5780441,90282
2018-09-28,3,Coffee drinks,280674,4296
2018-09-28,3,Bottled drinks,273254,8282
2018-09-28,3,Combos,8319766,70472
2018-09-28,3,Popcorn,2141065,34303
2018-09-28,3,Other families,7286383,108578
2018-09-28,4,Coffee drinks,216348,3493
2018-09-28,4,Bottled drinks,283987,9200
2018-09-28,4,Combos,10311302,92545
2018-09-28,4,Popcorn,2470691,41630
2018-09-28,4,Other families,7313929,119547
2018-10-05,1,Coffee drinks,278350,4477
2018-10-05,1,Bottled drinks,348303,10902
2018-10-05,1,Combos,16492769,148597
2018-10-05,1,Popcorn,3496339,56191
2018-10-05,1,Other families,8642195,157937
2018-10-05,2,Coffee drinks,151503,2414
2018-10-05,2,Bottled drinks,297120,9258
2018-10-05,2,Combos,12650635,106237
2018-10-05,2,Popcorn,2264879,36883
2018-10-05,2,Other families,7569281,124086
2018-10-05,3,Coffee drinks,337423,5212
2018-10-05,3,Bottled drinks,330157,10091
2018-10-05,3,Combos,13056625,109527
2018-10-05,3,Popcorn,2880959,45869
2018-10-05,3,Other families,10045353,155057
2018-10-05,4,Coffee drinks,225863,3654
2018-10-05,4,Bottled drinks,333676,10792
2018-10-05,4,Combos,15236324,136293
2018-10-05,4,Popcorn,3108897,52038
2018-10-05,4,Other families,9656155,171592
2018-10-12,1,Coffee drinks,234577,3784
2018-10-12,1,Bottled drinks,288233,9002
2018-10-12,1,Combos,12036011,108812
2018-10-12,1,Popcorn,2807246,45396
2018-10-12,1,Other families,6647680,115146
2018-10-12,2,Coffee drinks,144727,2299
2018-10-12,2,Bottled drinks,238231,7452
2018-10-12,2,Combos,9127267,77285
2018-10-12,2,Popcorn,1808397,29699
2018-10-12,2,Other families,5864737,90981
2018-10-12,3,Coffee drinks,268105,4165
2018-10-12,3,Bottled drinks,281617,8530
2018-10-12,3,Combos,9362379,79513
2018-10-12,3,Popcorn,2276064,36411
2018-10-12,3,Other families,7908811,118057
2018-10-12,4,Coffee drinks,185701,3014
2018-10-12,4,Bottled drinks,278765,8992
2018-10-12,4,Combos,11303744,101848
2018-10-12,4,Popcorn,2532736,42582
2018-10-12,4,Other families,7586402,127187
2018-10-19,1,Coffee drinks,232631,3666
2018-10-19,1,Bottled drinks,289124,8857
2018-10-19,1,Combos,12910364,114300
2018-10-19,1,Popcorn,2896149,46158
2018-10-19,1,Other families,7057459,118493
2018-10-19,2,Coffee drinks,164671,2598
2018-10-19,2,Bottled drinks,237063,7262
2018-10-19,2,Combos,9856841,81751
2018-10-19,2,Popcorn,1916671,31143
2018-10-19,2,Other families,6138818,93819
2018-10-19,3,Coffee drinks,279105,4286
2018-10-19,3,Bottled drinks,258369,7728
2018-10-19,3,Combos,9151567,75873
2018-10-19,3,Popcorn,2205373,35014
2018-10-19,3,Other families,7942008,115479
2018-10-19,4,Coffee drinks,193281,3114
2018-10-19,4,Bottled drinks,275168,8668
2018-10-19,4,Combos,11508970,102051
2018-10-19,4,Popcorn,2573215,42568
2018-10-19,4,Other families,7814170,126002
2018-10-26,1,Coffee drinks,226670,3622
2018-10-26,1,Bottled drinks,256189,7923
2018-10-26,1,Combos,10467594,92574
2018-10-26,1,Popcorn,2569468,41003
2018-10-26,1,Other families,6097060,98708
2018-10-26,2,Coffee drinks,144604,2280
2018-10-26,2,Bottled drinks,201297,6212
2018-10-26,2,Combos,7668881,63881
2018-10-26,2,Popcorn,1630354,26519
2018-10-26,2,Other families,5188568,76971
2018-10-26,3,Coffee drinks,287349,4493
2018-10-26,3,Bottled drinks,256501,7698
2018-10-26,3,Combos,8079733,66652
2018-10-26,3,Popcorn,2159315,34214
2018-10-26,3,Other families,7391979,105068
2018-10-26,4,Coffee drinks,194392,3158
2018-10-26,4,Bottled drinks,243950,7680
2018-10-26,4,Combos,8706339,76532
2018-10-26,4,Popcorn,2199666,36313
2018-10-26,4,Other families,6409482,101513
2018-11-02,1,Coffee drinks,364588,5802
2018-11-02,1,Bottled drinks,369395,11313
2018-11-02,1,Combos,15351223,135568
2018-11-02,1,Popcorn,3532936,56382
2018-11-02,1,Other families,8572088,143505
2018-11-02,2,Coffee drinks,241117,3832
2018-11-02,2,Bottled drinks,308828,9370
2018-11-02,2,Combos,11627095,96407
2018-11-02,2,Popcorn,2327566,37444
2018-11-02,2,Other families,7672376,115393
2018-11-02,3,Coffee drinks,489645,7572
2018-11-02,3,Bottled drinks,355074,10582
2018-11-02,3,Combos,12303020,100967
2018-11-02,3,Popcorn,3031024,47481
2018-11-02,3,Other families,10545217,152651
2018-11-02,4,Coffee drinks,306209,4915
2018-11-02,4,Bottled drinks,359610,11291
2018-11-02,4,Combos,13775241,120964
2018-11-02,4,Popcorn,3242822,53118
2018-11-02,4,Other families,9822406,157866
